№,Name,Description,Price,Image
152,Yamaha V-Max,"2001 г., мотоцикл, 11 885 км",$ 7 100,https://im.mashina.kg/tachka/images//8/f/e/8feab24b8dbb64ba97d86f0bcf4a5d70_240x180.jpg
153,Yamaha FZ6,"2012 г., мотоцикл, 5 615 км",$ 7 000,https://im.mashina.kg/tachka/images//9/7/0/9702707b13f47ea765f321601628799e_240x180.jpg
154,Yamaha Majesty,"2005 г., скутер, 53 000 км",$ 3 000,https://im.mashina.kg/tachka/images//6/6/0/660163a6554078c8564dc6d566c4b1b7_240x180.jpg
155,Honda Monkey,"2017 г., мотоцикл, 16 093 км",$ 4 000,https://im.mashina.kg/tachka/images//d/7/1/d718eb88b27af732b5b750e9d3c0e0f8_240x180.jpg
156,Zongshen LZX,"2005 г., мотоцикл, 48 280 км",$ 1 900,https://im.mashina.kg/tachka/images//5/5/b/55bb7c0e4265646fe125d444ce35aadc_240x180.jpg
157,Harley-Davidson Sportster 883,"2020 г., мотоцикл, 8 369 км",$ 8 580,https://im.mashina.kg/tachka/images//e/d/9/ed954a56a8709ce70395653afc8c9325_240x180.jpg
158,Falcon SpeedFire,"2017 г., мотоцикл, 6 000 км",$ 2 503,https://im.mashina.kg/tachka/images//c/9/7/c9778076005b78f8acb237f4cdd57c4a_240x180.jpg
159,Suzuki DR 650 SE,"2019 г., мотоцикл, 6 759 км",$ 6 200,https://im.mashina.kg/tachka/images//0/8/3/0832af3db256be8dcaf045ab1943b2d4_240x180.jpg
160,Китай (NoName) 1P72MN (LH173MN),"2020 г., мотоцикл, 5 000 км",$ 1 138,https://im.mashina.kg/tachka/images//a/7/8/a789adedfc21c5851b3bcc7fa4ed27e0_240x180.jpg
161,KTM Adventure,"2019 г., мотоцикл, 30 000 км",$ 19 900,https://im.mashina.kg/tachka/images//0/3/7/037bb0fcc558b602edb075dacb970144_240x180.jpg
162,CFMoto Leader,"2023 г., мотоцикл, ",$ 200,https://im.mashina.kg/tachka/images//3/e/c/3ec36f96f9b0d0ad41ed4a5c9261d426_240x180.jpg
163,BRP Outlander 800,"2007 г., мотовездеход, 6 000 км",$ 9 000,https://im.mashina.kg/tachka/images//0/0/f/00f27b72e4147875f96b219f89cbc6e8_240x180.jpg
164,Yamaha FZR 600,"2010 г., мотоцикл, 25 000 км",$ 5 200,https://im.mashina.kg/tachka/images//0/0/f/00fe855feef29f36cca931535b33ad67_240x180.jpg
165,Honda VT 750,"2012 г., мотоцикл, 10 000 км",$ 7 100,https://im.mashina.kg/tachka/images//c/1/7/c17f06edea30e427591e6927adb78fb7_240x180.jpg
166,Suzuki GSX-R 600,"2003 г., мотоцикл, 60 000 км",$ 4 000,https://im.mashina.kg/tachka/images//f/8/d/f8d702ea65e7d8b644472482cc7a1f25_240x180.jpg
167,BMW R 1200 GS,"2005 г., мотоцикл, 135 117 км",$ 6 000,https://im.mashina.kg/tachka/images//7/6/e/76e994cf58340c12b3fb6fa08f2a3a98_240x180.jpg
168,Китай (NoName) Электроскутер,"2022 г., скутер, 140 км",$ 1 354,https://im.mashina.kg/tachka/images//7/3/2/7320b2af5b722f88b2e58d6422209469_240x180.jpg
169,Suzuki SV 1000,"2003 г., мотоцикл, 34 000 км",$ 5 200,https://im.mashina.kg/tachka/images//e/2/5/e25ec6165284c0ef7c14299e3af4579d_240x180.jpg
170,Kawasaki Vulcan,"2000 г., мотоцикл, 33 909 км",$ 7 500,https://im.mashina.kg/tachka/images//8/9/5/895cd3ef068c2390c372db058539561d_240x180.jpg
171,Yamaha SR 400,"2015 г., мотоцикл, 3 700 км",$ 6 900,https://im.mashina.kg/tachka/images//e/2/1/e214337ca4f9c9cad3ce414adf668487_240x180.jpg
172,Yamaha V-Max,"2001 г., мотоцикл, 11 885 км",$ 7 100,https://im.mashina.kg/tachka/images//8/f/e/8feab24b8dbb64ba97d86f0bcf4a5d70_240x180.jpg
173,Yamaha FZ6,"2012 г., мотоцикл, 5 615 км",$ 7 000,https://im.mashina.kg/tachka/images//9/7/0/9702707b13f47ea765f321601628799e_240x180.jpg
174,Yamaha Majesty,"2005 г., скутер, 53 000 км",$ 3 000,https://im.mashina.kg/tachka/images//6/6/0/660163a6554078c8564dc6d566c4b1b7_240x180.jpg
175,Honda Monkey,"2017 г., мотоцикл, 16 093 км",$ 4 000,https://im.mashina.kg/tachka/images//d/7/1/d718eb88b27af732b5b750e9d3c0e0f8_240x180.jpg
176,Zongshen LZX,"2005 г., мотоцикл, 48 280 км",$ 1 900,https://im.mashina.kg/tachka/images//5/5/b/55bb7c0e4265646fe125d444ce35aadc_240x180.jpg
177,Harley-Davidson Sportster 883,"2020 г., мотоцикл, 8 369 км",$ 8 580,https://im.mashina.kg/tachka/images//e/d/9/ed954a56a8709ce70395653afc8c9325_240x180.jpg
178,Falcon SpeedFire,"2017 г., мотоцикл, 6 000 км",$ 2 503,https://im.mashina.kg/tachka/images//c/9/7/c9778076005b78f8acb237f4cdd57c4a_240x180.jpg
179,Suzuki DR 650 SE,"2019 г., мотоцикл, 6 759 км",$ 6 200,https://im.mashina.kg/tachka/images//0/8/3/0832af3db256be8dcaf045ab1943b2d4_240x180.jpg
180,Китай (NoName) 1P72MN (LH173MN),"2020 г., мотоцикл, 5 000 км",$ 1 138,https://im.mashina.kg/tachka/images//a/7/8/a789adedfc21c5851b3bcc7fa4ed27e0_240x180.jpg
181,KTM Adventure,"2019 г., мотоцикл, 30 000 км",$ 19 900,https://im.mashina.kg/tachka/images//0/3/7/037bb0fcc558b602edb075dacb970144_240x180.jpg
182,CFMoto Leader,"2023 г., мотоцикл, ",$ 200,https://im.mashina.kg/tachka/images//3/e/c/3ec36f96f9b0d0ad41ed4a5c9261d426_240x180.jpg
183,BRP Outlander 800,"2007 г., мотовездеход, 6 000 км",$ 9 000,https://im.mashina.kg/tachka/images//0/0/f/00f27b72e4147875f96b219f89cbc6e8_240x180.jpg
184,Yamaha FZR 600,"2010 г., мотоцикл, 25 000 км",$ 5 200,https://im.mashina.kg/tachka/images//0/0/f/00fe855feef29f36cca931535b33ad67_240x180.jpg
185,Honda VT 750,"2012 г., мотоцикл, 10 000 км",$ 7 100,https://im.mashina.kg/tachka/images//c/1/7/c17f06edea30e427591e6927adb78fb7_240x180.jpg
186,Suzuki GSX-R 600,"2003 г., мотоцикл, 60 000 км",$ 4 000,https://im.mashina.kg/tachka/images//f/8/d/f8d702ea65e7d8b644472482cc7a1f25_240x180.jpg
187,BMW R 1200 GS,"2005 г., мотоцикл, 135 117 км",$ 6 000,https://im.mashina.kg/tachka/images//7/6/e/76e994cf58340c12b3fb6fa08f2a3a98_240x180.jpg
188,Китай (NoName) Электроскутер,"2022 г., скутер, 140 км",$ 1 354,https://im.mashina.kg/tachka/images//7/3/2/7320b2af5b722f88b2e58d6422209469_240x180.jpg
189,Suzuki SV 1000,"2003 г., мотоцикл, 34 000 км",$ 5 200,https://im.mashina.kg/tachka/images//e/2/5/e25ec6165284c0ef7c14299e3af4579d_240x180.jpg
190,Kawasaki Vulcan,"2000 г., мотоцикл, 33 909 км",$ 7 500,https://im.mashina.kg/tachka/images//8/9/5/895cd3ef068c2390c372db058539561d_240x180.jpg
191,Yamaha SR 400,"2015 г., мотоцикл, 3 700 км",$ 6 900,https://im.mashina.kg/tachka/images//e/2/1/e214337ca4f9c9cad3ce414adf668487_240x180.jpg
192,Yamaha V-Max,"2001 г., мотоцикл, 11 885 км",$ 7 100,https://im.mashina.kg/tachka/images//8/f/e/8feab24b8dbb64ba97d86f0bcf4a5d70_240x180.jpg
193,Yamaha FZ6,"2012 г., мотоцикл, 5 615 км",$ 7 000,https://im.mashina.kg/tachka/images//9/7/0/9702707b13f47ea765f321601628799e_240x180.jpg
194,Yamaha Majesty,"2005 г., скутер, 53 000 км",$ 3 000,https://im.mashina.kg/tachka/images//6/6/0/660163a6554078c8564dc6d566c4b1b7_240x180.jpg
195,Honda Monkey,"2017 г., мотоцикл, 16 093 км",$ 4 000,https://im.mashina.kg/tachka/images//d/7/1/d718eb88b27af732b5b750e9d3c0e0f8_240x180.jpg
196,Zongshen LZX,"2005 г., мотоцикл, 48 280 км",$ 1 900,https://im.mashina.kg/tachka/images//5/5/b/55bb7c0e4265646fe125d444ce35aadc_240x180.jpg
197,Harley-Davidson Sportster 883,"2020 г., мотоцикл, 8 369 км",$ 8 580,https://im.mashina.kg/tachka/images//e/d/9/ed954a56a8709ce70395653afc8c9325_240x180.jpg
198,Falcon SpeedFire,"2017 г., мотоцикл, 6 000 км",$ 2 503,https://im.mashina.kg/tachka/images//c/9/7/c9778076005b78f8acb237f4cdd57c4a_240x180.jpg
199,Suzuki DR 650 SE,"2019 г., мотоцикл, 6 759 км",$ 6 200,https://im.mashina.kg/tachka/images//0/8/3/0832af3db256be8dcaf045ab1943b2d4_240x180.jpg
200,Китай (NoName) 1P72MN (LH173MN),"2020 г., мотоцикл, 5 000 км",$ 1 138,https://im.mashina.kg/tachka/images//a/7/8/a789adedfc21c5851b3bcc7fa4ed27e0_240x180.jpg
201,KTM Adventure,"2019 г., мотоцикл, 30 000 км",$ 19 900,https://im.mashina.kg/tachka/images//0/3/7/037bb0fcc558b602edb075dacb970144_240x180.jpg
202,CFMoto Leader,"2023 г., мотоцикл, ",$ 200,https://im.mashina.kg/tachka/images//3/e/c/3ec36f96f9b0d0ad41ed4a5c9261d426_240x180.jpg
203,BRP Outlander 800,"2007 г., мотовездеход, 6 000 км",$ 9 000,https://im.mashina.kg/tachka/images//0/0/f/00f27b72e4147875f96b219f89cbc6e8_240x180.jpg
204,Yamaha FZR 600,"2010 г., мотоцикл, 25 000 км",$ 5 200,https://im.mashina.kg/tachka/images//0/0/f/00fe855feef29f36cca931535b33ad67_240x180.jpg
205,Honda VT 750,"2012 г., мотоцикл, 10 000 км",$ 7 100,https://im.mashina.kg/tachka/images//c/1/7/c17f06edea30e427591e6927adb78fb7_240x180.jpg
206,Suzuki GSX-R 600,"2003 г., мотоцикл, 60 000 км",$ 4 000,https://im.mashina.kg/tachka/images//f/8/d/f8d702ea65e7d8b644472482cc7a1f25_240x180.jpg
207,BMW R 1200 GS,"2005 г., мотоцикл, 135 117 км",$ 6 000,https://im.mashina.kg/tachka/images//7/6/e/76e994cf58340c12b3fb6fa08f2a3a98_240x180.jpg
208,Китай (NoName) Электроскутер,"2022 г., скутер, 140 км",$ 1 354,https://im.mashina.kg/tachka/images//7/3/2/7320b2af5b722f88b2e58d6422209469_240x180.jpg
209,Suzuki SV 1000,"2003 г., мотоцикл, 34 000 км",$ 5 200,https://im.mashina.kg/tachka/images//e/2/5/e25ec6165284c0ef7c14299e3af4579d_240x180.jpg
210,Kawasaki Vulcan,"2000 г., мотоцикл, 33 909 км",$ 7 500,https://im.mashina.kg/tachka/images//8/9/5/895cd3ef068c2390c372db058539561d_240x180.jpg
211,Yamaha SR 400,"2015 г., мотоцикл, 3 700 км",$ 6 900,https://im.mashina.kg/tachka/images//e/2/1/e214337ca4f9c9cad3ce414adf668487_240x180.jpg
212,Yamaha V-Max,"2001 г., мотоцикл, 11 885 км",$ 7 100,https://im.mashina.kg/tachka/images//8/f/e/8feab24b8dbb64ba97d86f0bcf4a5d70_240x180.jpg
213,Yamaha FZ6,"2012 г., мотоцикл, 5 615 км",$ 7 000,https://im.mashina.kg/tachka/images//9/7/0/9702707b13f47ea765f321601628799e_240x180.jpg
214,Yamaha Majesty,"2005 г., скутер, 53 000 км",$ 3 000,https://im.mashina.kg/tachka/images//6/6/0/660163a6554078c8564dc6d566c4b1b7_240x180.jpg
215,Honda Monkey,"2017 г., мотоцикл, 16 093 км",$ 4 000,https://im.mashina.kg/tachka/images//d/7/1/d718eb88b27af732b5b750e9d3c0e0f8_240x180.jpg
216,Zongshen LZX,"2005 г., мотоцикл, 48 280 км",$ 1 900,https://im.mashina.kg/tachka/images//5/5/b/55bb7c0e4265646fe125d444ce35aadc_240x180.jpg
217,Harley-Davidson Sportster 883,"2020 г., мотоцикл, 8 369 км",$ 8 580,https://im.mashina.kg/tachka/images//e/d/9/ed954a56a8709ce70395653afc8c9325_240x180.jpg
218,Falcon SpeedFire,"2017 г., мотоцикл, 6 000 км",$ 2 503,https://im.mashina.kg/tachka/images//c/9/7/c9778076005b78f8acb237f4cdd57c4a_240x180.jpg
219,Suzuki DR 650 SE,"2019 г., мотоцикл, 6 759 км",$ 6 200,https://im.mashina.kg/tachka/images//0/8/3/0832af3db256be8dcaf045ab1943b2d4_240x180.jpg
220,Китай (NoName) 1P72MN (LH173MN),"2020 г., мотоцикл, 5 000 км",$ 1 138,https://im.mashina.kg/tachka/images//a/7/8/a789adedfc21c5851b3bcc7fa4ed27e0_240x180.jpg
221,KTM Adventure,"2019 г., мотоцикл, 30 000 км",$ 19 900,https://im.mashina.kg/tachka/images//0/3/7/037bb0fcc558b602edb075dacb970144_240x180.jpg
222,CFMoto Leader,"2023 г., мотоцикл, ",$ 200,https://im.mashina.kg/tachka/images//3/e/c/3ec36f96f9b0d0ad41ed4a5c9261d426_240x180.jpg
223,BRP Outlander 800,"2007 г., мотовездеход, 6 000 км",$ 9 000,https://im.mashina.kg/tachka/images//0/0/f/00f27b72e4147875f96b219f89cbc6e8_240x180.jpg
224,Yamaha FZR 600,"2010 г., мотоцикл, 25 000 км",$ 5 200,https://im.mashina.kg/tachka/images//0/0/f/00fe855feef29f36cca931535b33ad67_240x180.jpg
225,Honda VT 750,"2012 г., мотоцикл, 10 000 км",$ 7 100,https://im.mashina.kg/tachka/images//c/1/7/c17f06edea30e427591e6927adb78fb7_240x180.jpg
226,Suzuki GSX-R 600,"2003 г., мотоцикл, 60 000 км",$ 4 000,https://im.mashina.kg/tachka/images//f/8/d/f8d702ea65e7d8b644472482cc7a1f25_240x180.jpg
227,BMW R 1200 GS,"2005 г., мотоцикл, 135 117 км",$ 6 000,https://im.mashina.kg/tachka/images//7/6/e/76e994cf58340c12b3fb6fa08f2a3a98_240x180.jpg
228,Китай (NoName) Электроскутер,"2022 г., скутер, 140 км",$ 1 354,https://im.mashina.kg/tachka/images//7/3/2/7320b2af5b722f88b2e58d6422209469_240x180.jpg
229,Suzuki SV 1000,"2003 г., мотоцикл, 34 000 км",$ 5 200,https://im.mashina.kg/tachka/images//e/2/5/e25ec6165284c0ef7c14299e3af4579d_240x180.jpg
230,Kawasaki Vulcan,"2000 г., мотоцикл, 33 909 км",$ 7 500,https://im.mashina.kg/tachka/images//8/9/5/895cd3ef068c2390c372db058539561d_240x180.jpg
231,Yamaha SR 400,"2015 г., мотоцикл, 3 700 км",$ 6 900,https://im.mashina.kg/tachka/images//e/2/1/e214337ca4f9c9cad3ce414adf668487_240x180.jpg
232,Yamaha V-Max,"2001 г., мотоцикл, 11 885 км",$ 7 100,https://im.mashina.kg/tachka/images//8/f/e/8feab24b8dbb64ba97d86f0bcf4a5d70_240x180.jpg
233,Yamaha FZ6,"2012 г., мотоцикл, 5 615 км",$ 7 000,https://im.mashina.kg/tachka/images//9/7/0/9702707b13f47ea765f321601628799e_240x180.jpg
234,Yamaha Majesty,"2005 г., скутер, 53 000 км",$ 3 000,https://im.mashina.kg/tachka/images//6/6/0/660163a6554078c8564dc6d566c4b1b7_240x180.jpg
235,Honda Monkey,"2017 г., мотоцикл, 16 093 км",$ 4 000,https://im.mashina.kg/tachka/images//d/7/1/d718eb88b27af732b5b750e9d3c0e0f8_240x180.jpg
236,Zongshen LZX,"2005 г., мотоцикл, 48 280 км",$ 1 900,https://im.mashina.kg/tachka/images//5/5/b/55bb7c0e4265646fe125d444ce35aadc_240x180.jpg
237,Harley-Davidson Sportster 883,"2020 г., мотоцикл, 8 369 км",$ 8 580,https://im.mashina.kg/tachka/images//e/d/9/ed954a56a8709ce70395653afc8c9325_240x180.jpg
238,Falcon SpeedFire,"2017 г., мотоцикл, 6 000 км",$ 2 503,https://im.mashina.kg/tachka/images//c/9/7/c9778076005b78f8acb237f4cdd57c4a_240x180.jpg
239,Suzuki DR 650 SE,"2019 г., мотоцикл, 6 759 км",$ 6 200,https://im.mashina.kg/tachka/images//0/8/3/0832af3db256be8dcaf045ab1943b2d4_240x180.jpg
240,Китай (NoName) 1P72MN (LH173MN),"2020 г., мотоцикл, 5 000 км",$ 1 138,https://im.mashina.kg/tachka/images//a/7/8/a789adedfc21c5851b3bcc7fa4ed27e0_240x180.jpg
241,KTM Adventure,"2019 г., мотоцикл, 30 000 км",$ 19 900,https://im.mashina.kg/tachka/images//0/3/7/037bb0fcc558b602edb075dacb970144_240x180.jpg
242,CFMoto Leader,"2023 г., мотоцикл, ",$ 200,https://im.mashina.kg/tachka/images//3/e/c/3ec36f96f9b0d0ad41ed4a5c9261d426_240x180.jpg
243,BRP Outlander 800,"2007 г., мотовездеход, 6 000 км",$ 9 000,https://im.mashina.kg/tachka/images//0/0/f/00f27b72e4147875f96b219f89cbc6e8_240x180.jpg
244,Yamaha FZR 600,"2010 г., мотоцикл, 25 000 км",$ 5 200,https://im.mashina.kg/tachka/images//0/0/f/00fe855feef29f36cca931535b33ad67_240x180.jpg
245,Honda VT 750,"2012 г., мотоцикл, 10 000 км",$ 7 100,https://im.mashina.kg/tachka/images//c/1/7/c17f06edea30e427591e6927adb78fb7_240x180.jpg
246,Suzuki GSX-R 600,"2003 г., мотоцикл, 60 000 км",$ 4 000,https://im.mashina.kg/tachka/images//f/8/d/f8d702ea65e7d8b644472482cc7a1f25_240x180.jpg
247,BMW R 1200 GS,"2005 г., мотоцикл, 135 117 км",$ 6 000,https://im.mashina.kg/tachka/images//7/6/e/76e994cf58340c12b3fb6fa08f2a3a98_240x180.jpg
248,Китай (NoName) Электроскутер,"2022 г., скутер, 140 км",$ 1 354,https://im.mashina.kg/tachka/images//7/3/2/7320b2af5b722f88b2e58d6422209469_240x180.jpg
249,Suzuki SV 1000,"2003 г., мотоцикл, 34 000 км",$ 5 200,https://im.mashina.kg/tachka/images//e/2/5/e25ec6165284c0ef7c14299e3af4579d_240x180.jpg
250,Kawasaki Vulcan,"2000 г., мотоцикл, 33 909 км",$ 7 500,https://im.mashina.kg/tachka/images//8/9/5/895cd3ef068c2390c372db058539561d_240x180.jpg
251,Yamaha SR 400,"2015 г., мотоцикл, 3 700 км",$ 6 900,https://im.mashina.kg/tachka/images//e/2/1/e214337ca4f9c9cad3ce414adf668487_240x180.jpg
252,Yamaha V-Max,"2001 г., мотоцикл, 11 885 км",$ 7 100,https://im.mashina.kg/tachka/images//8/f/e/8feab24b8dbb64ba97d86f0bcf4a5d70_240x180.jpg
253,Yamaha FZ6,"2012 г., мотоцикл, 5 615 км",$ 7 000,https://im.mashina.kg/tachka/images//9/7/0/9702707b13f47ea765f321601628799e_240x180.jpg
254,Yamaha Majesty,"2005 г., скутер, 53 000 км",$ 3 000,https://im.mashina.kg/tachka/images//6/6/0/660163a6554078c8564dc6d566c4b1b7_240x180.jpg
255,Honda Monkey,"2017 г., мотоцикл, 16 093 км",$ 4 000,https://im.mashina.kg/tachka/images//d/7/1/d718eb88b27af732b5b750e9d3c0e0f8_240x180.jpg
256,Zongshen LZX,"2005 г., мотоцикл, 48 280 км",$ 1 900,https://im.mashina.kg/tachka/images//5/5/b/55bb7c0e4265646fe125d444ce35aadc_240x180.jpg
257,Harley-Davidson Sportster 883,"2020 г., мотоцикл, 8 369 км",$ 8 580,https://im.mashina.kg/tachka/images//e/d/9/ed954a56a8709ce70395653afc8c9325_240x180.jpg
258,Falcon SpeedFire,"2017 г., мотоцикл, 6 000 км",$ 2 503,https://im.mashina.kg/tachka/images//c/9/7/c9778076005b78f8acb237f4cdd57c4a_240x180.jpg
259,Suzuki DR 650 SE,"2019 г., мотоцикл, 6 759 км",$ 6 200,https://im.mashina.kg/tachka/images//0/8/3/0832af3db256be8dcaf045ab1943b2d4_240x180.jpg
260,Китай (NoName) 1P72MN (LH173MN),"2020 г., мотоцикл, 5 000 км",$ 1 138,https://im.mashina.kg/tachka/images//a/7/8/a789adedfc21c5851b3bcc7fa4ed27e0_240x180.jpg
